,GeoType,GeoName,discuss,discussOppose,reducetax,reducetaxOppose,CO2limits,CO2limitsOppose,localofficials,localofficialsOppose,governor,governorOppose,congress,congressOppose,president,presidentOppose,corporations,corporationsOppose,citizens,citizensOppose,regulate,regulateOppose,supportRPS,supportRPSOppose,drilloffshore,drilloffshoreOppose,drillANWR,drillANWROppose,fundrenewables,fundrenewablesOppose,rebates,rebatesOppose,mediaweekly,mediaweeklyOppose,gwvoteimp,gwvoteimpOppose,teachGW,teachGWOppose,priority,priorityOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmUS,harmUSOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose,affectweather,affectweatherOppose,Areaname,LND010200D,isCounty,POP,totalvotes,other_votes,democrat_votes,republican_votes,PopDensity
18029,County,"Dearborn County, Indiana",26.09,73.64699999999999,56.147,42.867,50.451,49.125,43.41,16.848,44.76,17.08,48.876999999999995,23.4,51.358999999999995,15.225,65.556,11.177999999999999,55.363,13.100999999999999,70.49,29.351,56.452,41.713,59.515,40.205999999999996,32.907,67.263,82.62200000000001,16.673,79.35,19.383,18.803,81.116,51.898999999999994,37.135999999999996,71.359,29.084,37.659,30.996,58.82,18.561,48.226000000000006,37.805,43.552,30.1,50.065,50.113,31.186999999999998,55.446000000000005,50.61,36.452,54.379,28.965999999999998,61.743,23.618000000000002,61.395,24.491999999999997,43.255,56.748999999999995,48.653,8.015,"Dearborn, IN",307.05,True,49458.0,23987.0,991.0,4883.0,18113.0,161.07474352711284
18031,County,"Decatur County, Indiana",28.63,71.109,57.588,42.483999999999995,56.523,43.089,43.75899999999999,18.389,45.961999999999996,18.384,50.673,23.125,51.157,15.46,63.643,12.655,55.713,14.535,69.807,29.491,56.156000000000006,42.191,60.426,39.126999999999995,36.103,63.19,82.509,16.815,78.792,20.048,21.647,78.204,48.684,39.492,68.124,31.851,39.919000000000004,31.092,62.138000000000005,18.839000000000002,48.663999999999994,39.302,46.251999999999995,30.638,50.138999999999996,49.935,31.853,56.485,49.869,39.317,53.996,30.973000000000003,60.343,25.478,61.82899999999999,25.401,45.768,54.233000000000004,53.016999999999996,8.081,"Decatur, IN",373.42,True,26559.0,11127.0,516.0,2121.0,8490.0,71.12366771999358
18033,County,"DeKalb County, Indiana",27.643,72.131,59.176,40.66,57.907,41.51,44.093,18.209,45.941,18.239,50.32,22.743000000000002,51.00899999999999,15.21,63.568999999999996,12.520999999999999,55.57899999999999,14.408,70.404,28.747,57.451,40.766999999999996,61.08,38.301,36.400999999999996,63.048,83.13799999999999,16.077,79.523,19.21,21.44,78.265,47.251000000000005,40.797,68.71,31.178,40.375,31.064,61.662,18.686,49.115,39.058,46.191,31.096,50.9,49.151,32.32,56.411,49.912,38.857,54.083,30.98,61.31100000000001,25.337,62.108000000000004,25.471,45.72,54.281000000000006,54.783,7.947,"DeKalb, IN",363.84,True,43475.0,16902.0,906.0,3942.0,12054.0,119.48933597185577
18035,County,"Delaware County, Indiana",32.865,66.929,65.02,34.736999999999995,64.988,34.463,50.232,14.821,51.138000000000005,14.56,54.611000000000004,19.16,57.068999999999996,11.554,68.146,10.083,60.777,11.155999999999999,74.362,24.78,62.97,35.775,52.603,47.25899999999999,31.456,67.997,85.587,13.645999999999999,82.447,16.44,24.116999999999997,75.567,51.8,36.417,74.164,25.855,45.931000000000004,25.506,67.71,14.094000000000001,55.64,34.968,52.14,26.805,57.265,42.93600000000001,37.802,52.628,56.582,33.625,60.11600000000001,27.4,66.328,22.788,67.44,22.811,51.434,48.567,60.763000000000005,6.29,"Delaware, IN",395.92,True,114135.0,45123.0,2707.0,18153.0,24263.0,288.2779349363508
18037,County,"Dubois County, Indiana",26.724,73.079,57.863,41.93899999999999,55.431999999999995,43.766000000000005,43.477,17.997,42.88,19.389,48.12,23.084,49.117,15.265999999999998,62.753,12.639000000000001,54.854,14.527999999999999,69.766,29.247,57.613,41.355,65.40899999999999,34.004,40.351,59.156000000000006,83.669,15.815,79.6,19.361,20.701999999999998,78.747,42.88,46.023,67.852,32.01,36.77,34.159,58.174,21.076999999999998,46.251000000000005,42.769,40.588,34.641999999999996,48.872,51.227,31.599,57.536,48.84,40.065,52.565,32.482,59.346000000000004,27.538,60.50899999999999,27.74,44.05,55.951,53.207,8.007,"Dubois, IN",435.23,True,42736.0,19984.0,1230.0,5389.0,13365.0,98.19176067826207
18039,County,"Elkhart County, Indiana",31.724,67.99600000000001,62.86600000000001,37.18,63.88399999999999,35.681999999999995,48.172,15.539000000000001,50.53,15.522,54.77,18.725,56.873000000000005,12.064,68.048,11.106,60.638999999999996,12.035,71.625,27.488000000000003,60.748999999999995,37.907,57.13,42.464,33.204,66.186,84.465,14.843,80.335,18.605,22.396,77.358,48.428999999999995,38.838,73.509,26.565,44.25,26.613000000000003,68.931,14.097000000000001,54.445,34.736,50.09,26.274,56.488,43.621,37.574,51.998000000000005,56.471000000000004,32.62,58.873000000000005,26.284000000000002,66.387,21.322,67.19800000000001,20.7,51.653,48.347,59.647,6.574,"Elkhart, IN",467.85,True,206341.0,65630.0,3023.0,20740.0,41867.0,441.04093192262474
18041,County,"Fayette County, Indiana",27.808000000000003,71.905,59.516000000000005,40.330999999999996,59.151,40.19,43.515,17.998,45.732,18.250999999999998,49.678000000000004,21.798000000000002,50.481,14.672,63.288000000000004,12.568,55.394,14.418,70.118,28.924,57.803000000000004,40.349000000000004,61.151,38.253,37.253,61.993,83.243,15.959000000000001,79.319,19.382,20.192999999999998,79.503,46.24,41.653,69.471,30.48,40.845,30.689,60.445,19.532,48.59,39.34,45.343,30.67,50.571000000000005,49.473,33.056,55.093999999999994,49.821000000000005,38.321,53.294,31.168000000000003,60.138000000000005,26.36,61.655,25.435,46.193999999999996,53.806000000000004,54.43899999999999,7.854,"Fayette, IN",215.12,True,23102.0,9530.0,439.0,2252.0,6839.0,107.39122350316103
18043,County,"Floyd County, Indiana",30.191999999999997,69.609,63.93899999999999,35.352,62.18,37.018,48.728,15.832,49.805,16.433,54.931000000000004,20.083,55.162,13.025,67.33800000000001,10.955,59.315,12.423,73.149,25.984,62.725,35.994,61.516000000000005,38.075,35.22,64.517,85.425,13.968,82.07700000000001,16.855999999999998,21.995,77.455,49.833999999999996,39.874,74.032,26.024,44.66,28.561999999999998,66.024,15.594000000000001,51.468,36.908,48.916000000000004,28.926,54.976000000000006,45.148,35.093,52.466,53.163000000000004,34.378,57.653,26.171,64.06,21.134,64.971,21.348000000000003,49.458999999999996,50.542,59.218,7.016,"Floyd, IN",148.31,True,78522.0,37425.0,2048.0,13945.0,21432.0,529.4450812487357
18045,County,"Fountain County, Indiana",27.291999999999998,72.419,58.013000000000005,41.94,54.699,45.048,42.57899999999999,17.032,42.685,18.271,47.729,24.304000000000002,50.218999999999994,15.196,63.251999999999995,12.092,55.449,13.515,68.78,30.726,55.802,43.06399999999999,64.986,34.424,37.129,62.485,83.15700000000001,16.331,78.32,20.741999999999997,20.403,79.513,47.39,41.13,68.734,31.573,36.404,33.995,58.187,20.055999999999997,47.19,39.433,41.629,31.803,48.521,51.614,32.653,56.958,51.004,38.452,53.339,31.904,60.295,27.54,61.472,27.139,44.409,55.592,51.001000000000005,7.807,"Fountain, IN",397.92,True,16346.0,7492.0,354.0,1476.0,5662.0,41.078608765581016
18047,County,"Franklin County, Indiana",25.651999999999997,74.135,55.981,43.964,53.323,46.111000000000004,40.948,19.218,41.4,20.096,45.79600000000001,24.621,47.20399999999999,16.483,60.297,13.372,52.542,15.55,68.05199999999999,31.268,54.028,44.853,65.10300000000001,34.378,39.809,59.508,81.971,17.532,77.73100000000001,21.215999999999998,20.293,79.402,41.556999999999995,46.181000000000004,65.734,34.184,35.529,34.118,56.945,21.765,44.521,42.02,41.419,33.525,45.611999999999995,54.538000000000004,29.750999999999998,57.821000000000005,46.794,41.121,50.371,33.449,56.934,27.743000000000002,58.117,28.006,42.593999999999994,57.407,51.78,8.609,"Franklin, IN",391.34,True,22758.0,11013.0,375.0,1969.0,8669.0,58.15403485460214
18049,County,"Fulton County, Indiana",27.655,72.098,58.788000000000004,41.411,57.504,42.088,43.056000000000004,17.475,42.305,18.743,47.428999999999995,23.535,49.501000000000005,14.947000000000001,62.583,12.651,55.424,14.015,69.062,30.119,56.613,42.45399999999999,63.708,35.8,39.051,60.269,82.72,16.855,78.658,20.433,21.229,78.516,44.217,43.983999999999995,67.758,32.293,38.037,32.994,58.803999999999995,19.468,48.596000000000004,40.07,42.448,32.367,48.519,51.61600000000001,33.168,56.893,50.955,38.696,53.611999999999995,31.8,60.302,27.428,61.863,26.843000000000004,45.008,54.992,53.081,7.723,"Fulton, IN",371.37,True,19974.0,8374.0,404.0,1960.0,6010.0,53.784635269407865
18051,County,"Gibson County, Indiana",21.999000000000002,77.721,53.731,44.038000000000004,39.369,60.111000000000004,42.858999999999995,14.817,43.02,17.29,46.757,26.333000000000002,51.793,15.347999999999999,65.15899999999999,10.353,53.989,11.909,68.369,32.218,54.181999999999995,45.33,70.15,29.429000000000002,35.503,65.384,80.954,19.064,78.81,20.287,14.363,85.471,50.68899999999999,40.446,71.157,29.778000000000002,28.590999999999998,33.671,50.843,20.298,43.715,40.080999999999996,34.435,32.669000000000004,45.706,54.687,29.656,56.293,50.291000000000004,35.567,52.448,29.511,59.86,26.068,59.145,27.665,39.989000000000004,60.016999999999996,41.411,7.9270000000000005,"Gibson, IN",499.05,True,33659.0,15484.0,682.0,3721.0,11081.0,67.44614768059313
18053,County,"Grant County, Indiana",30.805999999999997,68.922,61.801,38.29,61.995,37.696999999999996,48.58,15.880999999999998,50.397,16.158,57.147,19.463,56.913000000000004,12.665999999999999,67.792,11.267999999999999,59.913999999999994,12.488,71.962,27.261999999999997,60.948,37.431999999999995,58.663999999999994,40.883,34.383,64.961,84.615,14.735,80.02,18.972,22.188000000000002,77.641,50.54,38.099000000000004,71.137,28.851,43.515,27.747,67.938,15.534,50.19,37.363,52.028,27.225,54.974,45.066,34.961,55.163999999999994,54.586000000000006,34.575,57.802,27.795,66.404,21.305,67.544,20.888,49.271,50.729,58.446000000000005,6.957000000000001,"Grant, IN",414.83,True,65769.0,25312.0,1294.0,7010.0,17008.0,158.5444639973001
18055,County,"Greene County, Indiana",25.799,73.98100000000001,56.786,43.214,56.119,43.272,42.427,18.813,42.722,19.921,47.974,24.139,48.832,16.015,62.027,13.279000000000002,53.943000000000005,15.27,68.685,30.42,56.135,42.428000000000004,65.153,34.211999999999996,40.093,59.288000000000004,82.697,16.734,78.52,20.365,20.282,79.331,42.825,45.363,67.035,32.924,37.303000000000004,33.941,59.32,20.359,45.81,42.511,41.018,34.005,48.028999999999996,52.007,31.430999999999997,57.174,48.062,40.457,51.556000000000004,32.885999999999996,58.718,27.691,59.897,27.584,44.044,55.956,52.711999999999996,8.326,"Greene, IN",545.91,True,31922.0,13801.0,595.0,2929.0,10277.0,58.47484017512044
18057,County,"Hamilton County, Indiana",34.461999999999996,65.393,65.774,33.884,66.834,32.811,48.56399999999999,15.482999999999999,48.917,15.84,53.473,19.717,53.513000000000005,13.024000000000001,67.419,10.339,60.677,11.735,74.142,24.754,64.47800000000001,33.994,55.531000000000006,43.787,32.316,67.899,86.464,12.720999999999998,82.77799999999999,16.16,26.412,73.20100000000001,51.263000000000005,38.594,77.579,22.697,43.778999999999996,26.914,68.63,15.181,55.123000000000005,34.305,52.82899999999999,28.09,56.74100000000001,43.437,36.948,54.718,55.472,35.695,60.927,27.51,67.086,22.366999999999997,69.717,20.497,50.958999999999996,49.041000000000004,64.954,6.815,"Hamilton, IN",402.73,True,338011.0,154256.0,9589.0,57263.0,87404.0,839.2992823976361
18059,County,"Hancock County, Indiana",27.941,71.88,57.746,42.058,57.446000000000005,41.909,43.674,18.285,44.91,19.099,49.453,24.335,49.905,15.944,64.12100000000001,12.413,55.995,14.460999999999999,70.003,29.254,57.67,41.211999999999996,64.039,35.527,37.883,61.958,84.068,15.394,80.194,18.734,21.761,77.797,44.395,44.275,67.655,32.189,38.95,33.59,59.536,20.336,46.787,41.275,44.548,32.73,48.518,51.651,31.416,58.361000000000004,48.855,40.728,53.916000000000004,31.48,60.777,26.142,62.265,25.359,44.755,55.246,54.174,8.11,"Hancock, IN",306.73,True,78168.0,36181.0,2203.0,8904.0,25074.0,254.8430215498973
18061,County,"Harrison County, Indiana",24.065,75.685,56.568000000000005,41.961999999999996,47.839,51.516000000000005,43.847,15.751,44.974,16.992,49.041000000000004,23.703000000000003,52.318000000000005,14.672,65.453,10.72,55.298,12.418,70.247,29.659000000000002,56.601000000000006,42.14,64.899,34.602,34.854,65.346,82.689,16.801,79.77199999999999,19.047,17.081,82.719,49.2,40.201,70.921,29.553,35.466,31.576999999999998,56.933,19.04,47.742,37.939,41.193000000000005,31.008000000000003,49.708999999999996,50.508,30.958000000000002,56.288999999999994,50.617,36.672,53.732,29.965,61.925,24.379,61.717,25.453000000000003,42.886,57.119,47.107,7.742000000000001,"Harrison, IN",486.88,True,40515.0,18558.0,832.0,4783.0,12943.0,83.21352283930332
18063,County,"Hendricks County, Indiana",29.726999999999997,70.10600000000001,60.632,39.13,58.951,40.493,46.988,17.035999999999998,46.818999999999996,17.784000000000002,51.218999999999994,23.835,52.36600000000001,14.845999999999998,64.47399999999999,12.376,56.87,13.629000000000001,71.657,27.61,62.021,36.602,60.946999999999996,38.874,35.803000000000004,64.089,85.009,14.499,81.083,17.952,22.848000000000003,76.661,46.809,42.191,71.476,28.486,40.063,31.680999999999997,66.889,14.992,49.99100000000001,38.879,48.784,30.783,51.562,48.631,34.192,54.495,52.11600000000001,36.675,56.981,28.101,63.508,22.820999999999998,64.182,23.05,48.129,51.872,59.81100000000001,7.45,"Hendricks, IN",408.88,True,170311.0,75559.0,4622.0,22600.0,48337.0,416.53052240266095
18065,County,"Henry County, Indiana",27.631,72.128,60.131,39.692,57.975,41.424,43.678999999999995,17.543,45.032,18.132,49.185,22.643,50.611999999999995,14.800999999999998,62.919,12.512,55.395,14.13,70.281,28.825,58.428000000000004,39.949,62.31,37.075,37.638000000000005,61.773,83.194,16.153,79.26899999999999,19.611,21.203000000000003,78.461,46.175,42.016000000000005,70.149,29.871,39.146,31.385,61.701,18.544,49.206,38.803000000000004,44.571999999999996,31.453000000000003,50.089,50.006,32.829,56.215,50.276,38.788000000000004,53.75899999999999,31.539,61.167,25.712,61.946000000000005,26.031999999999996,45.707,54.294,55.691,7.728,"Henry, IN",394.9,True,47972.0,20155.0,1136.0,5124.0,13895.0,121.47885540643202
18067,County,"Howard County, Indiana",28.283,71.53399999999999,60.843,39.039,61.369,38.077,44.618,16.58,43.961999999999996,17.262999999999998,48.388999999999996,21.191,51.58,13.905999999999999,62.38399999999999,11.784,55.427,13.309000000000001,69.506,28.725,58.813,39.549,63.18600000000001,35.256,36.881,62.434,84.58200000000001,14.377,80.094,18.574,21.378,78.23,48.15,40.803000000000004,70.631,29.268,40.385,29.064,62.488,16.748,49.909,39.625,43.964,30.855999999999998,51.76,47.643,34.051,54.761,51.68,37.927,54.861000000000004,31.136999999999997,61.371,26.214000000000002,62.035,27.075,47.0,53.0,56.754,7.196000000000001,"Howard, IN",293.93,True,82544.0,36843.0,1953.0,11215.0,23675.0,280.82876875446533
18069,County,"Huntington County, Indiana",26.915,72.866,58.089,41.878,56.873000000000005,41.535,43.345,18.167,44.578,19.351,49.843999999999994,23.807,50.373999999999995,15.319,62.486000000000004,12.96,55.38,14.776,69.328,29.855,55.576,43.427,64.464,35.021,39.043,60.458999999999996,83.06299999999999,16.417,78.967,19.989,21.033,78.61,43.056000000000004,44.988,68.77199999999999,31.303,37.11,34.18,59.762,18.945,46.74100000000001,42.019,42.475,33.29,49.028999999999996,51.019,31.888,56.958999999999996,49.441,38.988,53.226000000000006,31.087,60.361000000000004,25.853,62.202,25.644000000000002,43.766000000000005,56.233999999999995,53.806000000000004,8.135,"Huntington, IN",387.94,True,36520.0,16043.0,888.0,3506.0,11649.0,94.1382688044543
18071,County,"Jackson County, Indiana",27.129,72.61399999999999,59.513000000000005,40.512,57.506,42.022,43.597,17.677,43.646,18.795,49.01,23.118000000000002,49.541000000000004,15.015,63.152,12.725999999999999,55.567,14.259,69.146,29.912,56.816,41.81100000000001,63.828,35.541,38.830999999999996,60.553000000000004,83.125,16.278,78.59899999999999,20.346,20.62,79.125,44.308,43.675,68.664,31.406,37.356,32.734,60.508,18.969,47.988,40.43,41.553000000000004,31.883000000000003,49.61600000000001,50.437,33.438,55.703,50.29600000000001,38.924,52.974,32.16,60.208999999999996,26.701999999999998,61.669,26.194000000000003,45.553999999999995,54.446000000000005,54.05,7.812,"Jackson, IN",513.75,True,44231.0,17573.0,871.0,3843.0,12859.0,86.09440389294404
18073,County,"Jasper County, Indiana",24.58,75.157,57.262,41.522,48.806999999999995,50.625,44.25899999999999,15.76,45.07,16.891,49.06,23.721999999999998,52.856,14.432,64.07300000000001,10.99,55.519,12.514000000000001,70.492,29.238000000000003,56.696999999999996,41.867,64.382,34.986,34.363,65.845,82.84299999999999,16.542,79.693,19.078,17.476,82.376,50.428999999999995,38.938,70.71,29.698,35.326,31.526999999999997,55.668,19.166,48.05,37.326,40.357,30.645,49.423,50.821999999999996,31.855,55.063,51.303999999999995,35.793,54.052,29.194000000000003,61.16,24.730999999999998,61.169,25.537,43.531000000000006,56.473,47.199,7.632000000000001,"Jasper, IN",561.22,True,33562.0,13378.0,667.0,3329.0,9382.0,59.80186023306368
18075,County,"Jay County, Indiana",28.776,70.902,60.813,39.393,58.863,40.853,44.01,16.789,43.83,17.972,51.518,21.788,52.604,13.866,65.03,12.11,57.49100000000001,13.283,70.312,28.788,58.486999999999995,40.125,64.016,35.365,37.863,61.492,84.03,15.421,79.03,20.048,21.164,78.687,45.059,42.618,69.583,30.603,39.082,31.421,62.828,17.442,48.363,40.479,44.751000000000005,30.02,51.537,48.472,35.205,54.28,52.45399999999999,36.5,54.758,29.686,61.771,25.340999999999998,63.593,24.364,46.971000000000004,53.028999999999996,55.821000000000005,7.4270000000000005,"Jay, IN",383.82,True,20436.0,7986.0,400.0,1889.0,5697.0,53.24370798811943
18077,County,"Jefferson County, Indiana",24.65,75.093,59.163999999999994,39.111999999999995,48.701,50.745,45.29,13.960999999999999,45.551,15.634,50.453,22.693,54.736999999999995,13.3,67.417,9.558,57.37,10.793,71.532,28.48,57.985,41.242,64.813,34.814,33.153,67.418,83.939,15.651,80.308,18.743,16.89,82.946,53.083,37.478,73.965,26.725,34.952,30.441,57.638999999999996,17.602999999999998,48.266999999999996,36.122,40.231,29.820999999999998,51.65,48.653,33.404,53.754,53.841,33.222,55.765,27.076,63.511,23.303,63.54600000000001,24.233,45.243,54.762,47.442,7.01,"Jefferson, IN",362.94,True,32308.0,13544.0,672.0,4326.0,8546.0,89.01746845208575
18079,County,"Jennings County, Indiana",27.52,72.218,59.073,41.019,57.886,41.675,43.522,17.93,44.898999999999994,18.115,49.49100000000001,22.769000000000002,50.881,14.939,63.08,12.619000000000002,55.467,14.255999999999998,69.891,29.243000000000002,56.608000000000004,41.653,61.425,37.873000000000005,36.701,62.522,82.825,16.397000000000002,78.781,19.993,21.128,78.709,47.066,40.52,68.689,31.296,39.778,31.423000000000002,60.76,18.737000000000002,48.628,39.297,44.777,30.559,50.187,49.875,32.783,56.141000000000005,50.463,38.400999999999996,53.708,31.141,60.808,25.896,61.943000000000005,25.565,45.698,54.302,53.769,7.812,"Jennings, IN",378.35,True,27735.0,11150.0,562.0,2364.0,8224.0,73.30514074269855
18081,County,"Johnson County, Indiana",28.48,71.366,59.601000000000006,39.259,56.118,42.258,42.751999999999995,18.143,42.336999999999996,18.528,45.534,25.643,48.318999999999996,15.985999999999999,61.369,12.712,54.827,14.267000000000001,68.991,29.291,58.159,40.027,61.714,36.051,37.277,61.99,83.521,14.929,79.882,18.382,22.595,77.006,46.475,42.371,67.062,31.726999999999997,36.735,35.753,58.611999999999995,19.1,46.464,41.048,42.356,32.28,49.305,50.922,32.223,57.262,50.198,39.669000000000004,54.724,31.073,60.618,26.741999999999997,60.89,26.831999999999997,44.905,55.095,54.707,7.78,"Johnson, IN",321.56,True,158167.0,66500.0,3726.0,17318.0,45456.0,491.873989302152
18083,County,"Knox County, Indiana",24.401,75.366,57.00899999999999,41.946999999999996,50.065,49.373000000000005,43.123999999999995,16.465,43.143,18.226,48.202,23.744,50.888999999999996,14.950999999999999,64.23100000000001,11.645999999999999,54.235,13.322000000000001,68.954,30.78,56.498999999999995,42.401,66.172,33.33,37.19,63.031000000000006,82.62100000000001,16.99,78.96300000000001,20.006,17.811,81.93799999999999,46.838,42.583999999999996,68.666,31.675,34.400999999999996,33.853,55.71,20.023,45.787,40.073,38.296,32.611,47.821000000000005,52.391000000000005,30.914,57.202,49.855,37.547,52.699,30.642,59.71,26.214000000000002,60.092,26.82,42.908,57.095,48.023,7.915,"Knox, IN",524.06,True,36594.0,15516.0,667.0,3772.0,11077.0,69.82788230355304
18085,County,"Kosciusko County, Indiana",30.171999999999997,69.539,58.028999999999996,42.394,56.07,43.733000000000004,43.231,17.668,43.599,18.173,47.385,23.75,49.61600000000001,15.265,63.897,12.41,55.79600000000001,14.23,68.449,30.936999999999998,56.626999999999995,42.146,63.361999999999995,36.03,36.957,62.013999999999996,83.686,15.74,78.352,20.737,22.594,77.34,47.95,40.177,69.135,31.017,39.806999999999995,34.422,58.37,19.364,48.95,39.272,44.297,30.469,49.098,51.083,34.012,55.687,51.765,38.247,54.758,30.886,60.778,25.685,62.085,24.984,45.924,54.076,52.861999999999995,7.715,"Kosciusko, IN",554.34,True,79456.0,32084.0,1836.0,6313.0,23935.0,143.334415701555
18087,County,"LaGrange County, Indiana",32.736999999999995,66.789,63.621,37.188,65.07600000000001,35.116,45.386,15.116,46.065,15.442,54.203,19.582,56.372,11.931,67.205,10.995999999999999,60.956,11.245,70.738,28.319000000000003,58.68600000000001,39.669000000000004,58.178999999999995,41.013999999999996,31.801,67.024,84.141,14.981,78.407,20.596,23.288,77.202,51.623999999999995,35.028,72.578,27.985,46.129,27.589000000000002,65.858,14.311,54.158,33.938,48.688,24.155,55.65,44.416000000000004,39.777,51.754,58.832,31.581999999999997,59.299,26.163,65.62899999999999,22.846999999999998,68.007,20.477,52.137,47.861999999999995,56.56399999999999,6.513,"LaGrange, IN",386.72,True,39614.0,9566.0,461.0,2080.0,7025.0,102.43587091435663
18089,County,"Lake County, Indiana",32.116,67.71600000000001,70.5,28.739,69.05199999999999,29.995,56.07,12.352,55.81100000000001,12.315999999999999,60.88,15.02,62.278999999999996,8.965,72.709,9.072000000000001,64.038,9.896,76.968,21.463,69.186,29.211,55.988,43.746,31.651,68.61399999999999,87.227,12.193,84.087,14.915,20.434,78.685,52.845,36.164,79.227,20.496,50.398999999999994,20.234,70.483,11.179,58.96,32.24,52.653,22.975,62.50899999999999,37.67,42.821999999999996,43.85,60.724,26.754,65.197,19.368,69.352,14.68,71.888,15.844000000000001,56.843,43.157,64.657,5.136,"Lake, IN",626.34,True,485493.0,201205.0,8645.0,116935.0,75625.0,775.1269278666539
18091,County,"LaPorte County, Indiana",29.276999999999997,70.514,66.90899999999999,32.518,62.51,36.595,49.19,14.772,49.161,15.517999999999999,55.163000000000004,18.516,54.922,11.636,68.704,10.545,60.513999999999996,11.620999999999999,74.297,24.454,64.58,34.114000000000004,61.281000000000006,38.055,36.126,63.574,86.411,12.89,82.262,16.65,21.291,78.051,50.287,39.588,74.578,25.29,43.336999999999996,25.199,67.09899999999999,13.690999999999999,51.858999999999995,38.324,49.824,28.076999999999998,56.488,43.603,37.563,49.305,54.898,32.400999999999996,58.288999999999994,24.607,64.512,20.42,65.806,20.378,51.292,48.708,60.435,6.336,"LaPorte, IN",613.04,True,109888.0,45203.0,2718.0,19798.0,22687.0,179.25094610465877
18093,County,"Lawrence County, Indiana",26.72,73.059,57.996,42.034,57.163999999999994,42.306999999999995,41.873000000000005,18.49,41.718999999999994,19.435,46.381,24.003,48.541000000000004,15.825,61.731,12.884,53.571000000000005,14.734000000000002,68.49,29.61,55.839,41.282,62.511,35.056999999999995,39.245,59.574,82.15,16.223,78.594,19.985,20.828000000000003,78.834,42.893,44.964,66.917,33.003,36.436,32.359,60.159,19.162,47.656000000000006,41.071000000000005,42.445,32.673,47.593,52.545,31.642,57.141999999999996,48.93899999999999,39.135,52.184,31.491999999999997,58.922,26.406,60.145,26.144000000000002,44.007,55.994,53.482,8.103,"Lawrence, IN",452.07,True,45370.0,19152.0,907.0,4210.0,14035.0,100.3605636295264
18095,County,"Madison County, Indiana",29.633000000000003,70.125,63.652,36.044000000000004,61.56,37.738,45.581,16.165,44.81100000000001,16.688,51.744,21.719,52.67,13.498,64.40100000000001,11.995999999999999,57.615,12.821,71.311,27.79,58.157,40.422,62.665,36.65,36.488,62.626000000000005,83.24799999999999,16.235,79.687,18.971,21.425,78.113,47.206,41.178000000000004,72.168,27.735,42.278,29.701999999999998,63.536,16.823,50.858000000000004,37.275,47.818000000000005,29.5,53.511,46.625,35.423,54.011,53.615,35.229,56.55,28.459,62.952,23.820999999999998,64.366,24.546,48.293,51.707,57.591,6.864,"Madison, IN",452.91,True,129569.0,53909.0,2938.0,18595.0,32376.0,286.0811198692897
18097,County,"Marion County, Indiana",33.518,66.385,70.67,28.694000000000003,73.71600000000001,25.601999999999997,55.902,12.134,56.907,11.456,59.13399999999999,15.219000000000001,62.351000000000006,9.211,70.278,8.834,63.695,9.524,76.895,22.041999999999998,68.69800000000001,30.615,51.635,48.518,29.408,69.809,87.824,11.335,83.969,15.186,21.873,77.189,59.333,30.605999999999998,77.072,22.369,52.909,22.108,68.919,11.735,58.681000000000004,31.905,54.483000000000004,22.273000000000003,64.685,35.524,45.607,41.471000000000004,61.379,26.359,65.089,20.232,68.975,17.596,70.059,18.177,59.586000000000006,40.415,64.625,4.995,"Marion, IN",403.04,True,964582.0,362372.0,19113.0,212899.0,130360.0,2393.2661770543864
18099,County,"Marshall County, Indiana",29.666999999999998,70.058,62.466,37.615,59.748000000000005,39.926,45.68,16.253,45.571000000000005,17.469,52.742,20.518,52.747,13.792,66.54,11.575,59.736999999999995,12.732000000000001,69.804,29.386,59.847,38.928000000000004,60.184,39.567,36.538000000000004,63.202,84.399,15.07,80.016,19.052,22.147,77.592,46.426,41.668,69.968,30.131,42.925,29.811999999999998,64.4,16.622,48.644,38.643,46.786,29.070999999999998,52.1,48.015,35.082,54.183,53.692,35.913000000000004,56.757,28.399,63.217,24.25,64.87899999999999,23.384,48.497,51.501999999999995,57.143,7.2010000000000005,"Marshall, IN",449.92,True,46258.0,18082.0,996.0,4798.0,12288.0,102.81383357041251
18101,County,"Martin County, Indiana",27.7,72.02600000000001,58.103,42.242,56.772,43.016000000000005,42.281000000000006,17.956,42.518,19.035,48.026,23.846,49.685,15.304,62.831,12.812999999999999,55.36,14.279000000000002,68.532,30.739,55.865,42.808,64.487,34.883,38.227,61.099,82.896,16.555999999999997,78.112,20.936,21.544,78.37,44.775,42.872,67.70100000000001,32.492,37.384,33.830999999999996,59.573,19.590999999999998,47.192,40.602,42.522,31.705,48.46,51.61600000000001,32.762,57.153999999999996,50.49100000000001,39.2,52.903,32.37,59.843,27.701999999999998,61.375,26.874000000000002,44.878,55.122,52.808,7.954,"Martin, IN",340.53,True,10255.0,4809.0,231.0,881.0,3697.0,30.11482101430124
